id,name,address,latitude,longitude,operator,hours_json,amenities,avg_rating,visit_count
587,"Red Hook Library, BPL",Library | POINT (-74.010344 40.675249),40.675249,-74.010344,BPL,"{""mon"": ""10 am to 5 pm on weedays"", ""tue"": ""10 am to 5 pm on weedays"", ""wed"": ""10 am to 5 pm on weedays"", ""thu"": ""10 am to 5 pm on weedays"", ""fri"": ""10 am to 5 pm on weedays"", ""sat"": ""10 am to 5 pm on weedays"", ""sun"": ""10 am to 5 pm on weedays""}","{""Limited Accessibility"",""Single-Stall All Gender Restroom(s)"",""Red Hook Library is in a temporary interim space 362 Van Brunt Street
Brooklyn, NY 11231""}",0,0
588,MacArthur Playground,Park | POINT (-73.965 40.75241),40.752410,-73.965000,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Both Single-Stall All Gender and Multi-Stall W/M"",""Changing Stations""}",0,0
589,Loreto Playground,Park | POINT (-73.852 40.84886),40.848860,-73.852000,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms""}",0,0
590,Fidler-Wyckoff House Park,Park | POINT (-73.9209 40.64469),40.644690,-73.920900,NYC Parks,"{""mon"": """", ""tue"": ""Closed"", ""wed"": """", ""thu"": """", ""fri"": """", ""sat"": ""Closed"", ""sun"": """"}","{""Fully Accessible""}",0,0
591,Marine Park Golf Course,Park | POINT (-73.912962 40.599348),40.599348,-73.912962,NYC Parks Concessionaire,"{""mon"": ""Closed"", ""tue"": ""06:00-19:00"", ""wed"": ""06:00-19:00"", ""thu"": ""06:00-19:00"", ""fri"": ""06:00-19:00"", ""sat"": ""06:00-19:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms""}",0,0
592,Hester St Playground,Park | POINT (-73.9941 40.71673),40.716730,-73.994100,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
593,"Adams Street Library, BPL",Library | POINT (-73.987999 40.704143),40.704143,-73.987999,BPL,"{""mon"": ""10:00-18:00"", ""tue"": ""13:00-20:00"", ""wed"": ""10:00-18:00"", ""thu"": ""10:00-20:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
594,St. Andrew's Playground,Park | POINT (-73.942 40.67881),40.678810,-73.942000,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
595,Grand Central Parkway Gas,Park | POINT (-73.865189 40.767711),40.767711,-73.865189,NYC Parks Concessionaire,"{""mon"": ""00:00-24:00"", ""tue"": ""00:00-24:00"", ""wed"": ""00:00-24:00"", ""thu"": ""00:00-24:00"", ""fri"": ""00:00-24:00"", ""sat"": ""00:00-24:00"", ""sun"": ""00:00-24:00""}","{""Both Single-Stall All Gender and Multi-Stall W/M""}",0,0
596,Crocheron Park Zone 1,Park | POINT (-73.7694 40.77205),40.772050,-73.769400,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
597,Mazzei Playground,Park | POINT (-73.8582 40.86251),40.862510,-73.858200,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
598,Haggerty Park,Park | POINT (-73.7581 40.71314),40.713140,-73.758100,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations, in women's restroom only""}",0,0
599,227th Street Playground,Park | POINT (-73.8641 40.89083),40.890830,-73.864100,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
600,Albert J. Parham Playground,Park | POINT (-73.9705 40.69023),40.690230,-73.970500,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
601,Clearview Golf Course,Park | POINT (-73.788413 40.781915),40.781915,-73.788413,NYC Parks Concessionaire,"{""mon"": ""Closed"", ""tue"": ""06:00-20:00"", ""wed"": ""06:00-20:00"", ""thu"": ""06:00-20:00"", ""fri"": ""06:00-20:00"", ""sat"": ""06:00-20:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms""}",0,0
602,Bethesda Terrace,Park | POINT (-73.9711 40.77352),40.773520,-73.971100,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Changing Stations: No""}",0,0
603,Murray Playground,Park | POINT (-73.9489 40.74726),40.747260,-73.948900,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Both Single-Stall All Gender and Multi-Stall W/M"",""Changing Stations""}",0,0
604,60 Wall Street POPS,Privately Owned Public Space | POINT (-74.008506 40.706249),40.706249,-74.008506,Cushman & Wakefield Inc.,"{""mon"": ""Closed"", ""tue"": """", ""wed"": """", ""thu"": """", ""fri"": """", ""sat"": """", ""sun"": ""07:00-22:00""}","{""Status: Closed for Construction""}",0,0
605,"Clason's Point Library, NYPL",Library | POINT (-73.875022 40.830001),40.830001,-73.875022,NYPL,"{""mon"": ""10:00-19:00"", ""tue"": ""10:00-19:00"", ""wed"": ""10:00-19:00"", ""thu"": ""10:00-19:00"", ""fri"": ""10:00-17:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
606,Henry Hudson Park,Park | POINT (-73.9206 40.88106),40.881060,-73.920600,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
607,Van Cortlandt Stadium,Park | POINT (-73.8981 40.88829),40.888290,-73.898100,NYC Parks,"{""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""sun"": ""Closed""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Status: Not Operational""}",0,0
608,Arthur Kill Restaurant,Park | POINT (-74.168707 40.561117),40.561117,-74.168707,NYC Parks Concessionaire,"{""mon"": ""12:00-22:00"", ""tue"": ""12:00-22:00"", ""wed"": ""12:00-22:00"", ""thu"": ""12:00-22:00"", ""fri"": ""12:00-22:00"", ""sat"": ""12:00-22:00"", ""sun"": ""12:00-22:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations, in women's restroom only""}",0,0
609,Alley Athletic Playground,Park | POINT (-73.7342 40.74),40.740000,-73.734200,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations, in men's restroom only""}",0,0
610,Stars & Stripes Playground,Park | POINT (-73.8392 40.88556),40.885560,-73.839200,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
611,Levy Playground,Park | POINT (-74.1291 40.63381),40.633810,-74.129100,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
612,Bush Terminal Park,Park | POINT (-74.0192 40.65335),40.653350,-74.019200,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
613,Playground 286,Park | POINT (-73.9385 40.59061),40.590610,-73.938500,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
614,Coney Island Beach Zone 7a,Park | POINT (-73.9923 40.57167),40.571670,-73.992300,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
615,Spirit Playground,Park | POINT (-73.9413 40.76139),40.761390,-73.941300,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms""}",0,0
616,"Long Island City Library, QPL",Library | POINT (-73.939311 40.757812),40.757812,-73.939311,QPL,"{""mon"": ""10:00-18:00"", ""tue"": ""13:00-18:00"", ""wed"": ""10:00-18:00"", ""thu"": ""12:00-20:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
617,"Spring Creek Library, BPL",Library | POINT (-73.885868 40.653218),40.653218,-73.885868,BPL,"{""mon"": ""10:00-18:00"", ""tue"": ""13:00-20:00"", ""wed"": ""10:00-18:00"", ""thu"": ""10:00-20:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
618,Equity Playground,Park | POINT (-73.8536 40.69139),40.691390,-73.853600,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
619,"Mulberry Street Library, NYPL",Library | POINT (-73.995686 40.724148),40.724148,-73.995686,NYPL,"{""mon"": ""11:00-19:00"", ""tue"": ""11:00-19:00"", ""wed"": ""11:00-19:00"", ""thu"": ""10:00-19:00"", ""fri"": ""10:00-17:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Both Single-Stall All Gender and Multi-Stall W/M"",""Changing Stations, in single-stall all gender restroom only""}",0,0
620,Fred Samuel Playground,Park | POINT (-73.939 40.81735),40.817350,-73.939000,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Both Single-Stall All Gender and Multi-Stall W/M"",""Changing Stations""}",0,0
621,Meadow Lake NE,Park | POINT (-73.8385 40.73586),40.735860,-73.838500,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations, in women's restroom only""}",0,0
622,Willowbrook Park Recreational Area,Park | POINT (-74.1586 40.60417),40.604170,-74.158600,NYC Parks,"{""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""sun"": ""Closed""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Status: Not Operational"",""Changing Stations""}",0,0
623,Central Park Ice Rinks,Park | POINT (-73.97449 40.767815),40.767815,-73.974490,NYC Parks Concessionaire,"{""mon"": ""M-T 10:00am-2:20pm W-S 10:00am-10:00pm"", ""tue"": ""M-T 10:00am-2:20pm W-S 10:00am-10:00pm"", ""wed"": ""M-T 10:00am-2:20pm W-S 10:00am-10:00pm"", ""thu"": ""M-T 10:00am-2:20pm W-S 10:00am-10:00pm"", ""fri"": ""M-T 10:00am-2:20pm W-S 10:00am-10:00pm"", ""sat"": ""M-T 10:00am-2:20pm W-S 10:00am-10:00pm"", ""sun"": ""M-T 10:00am-2:20pm W-S 10:00am-10:00pm""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations, in women's restroom only""}",0,0
624,Morningside Park Zone 1,Park | POINT (-73.959 40.80247),40.802470,-73.959000,NYC Parks,"{""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""sun"": ""Closed""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Status: Not Operational"",""Changing Stations""}",0,0
625,"Belmont Library and Enrico Fermi Cultural Center, NYPL",Library | POINT (-73.887884 40.854353),40.854353,-73.887884,NYPL,"{""mon"": ""10:00-18:00"", ""tue"": ""10:00-18:00"", ""wed"": ""10:00-18:00"", ""thu"": ""10:00-18:00"", ""fri"": ""10:00-17:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)""}",0,0
626,Seward Park,Park | POINT (-73.9891 40.71472),40.714720,-73.989100,NYC Parks,"{""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""sun"": ""Closed""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Status: Not Operational"",""Changing Stations""}",0,0
627,Admiral Playground,Park | POINT (-73.7376 40.77093),40.770930,-73.737600,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Both Single-Stall All Gender and Multi-Stall W/M"",""Changing Stations, in men's restroom only""}",0,0
628,Ehrenreich-Austin Playground,Park | POINT (-73.837 40.71579),40.715790,-73.837000,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
629,Inwood Hill Park Zone 2,Park | POINT (-73.9201 40.87401),40.874010,-73.920100,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Changing Stations""}",0,0
630,"53rd Street Library, NYPL",Library | POINT (-73.977365 40.760815),40.760815,-73.977365,NYPL,"{""mon"": ""11:00-18:00"", ""tue"": ""11:00-18:00"", ""wed"": ""11:00-18:00"", ""thu"": ""11:00-18:00"", ""fri"": ""11:00-18:00"", ""sat"": ""11:00-18:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Both Single-Stall All Gender and Multi-Stall W/M""}",0,0
631,Seton Park Playground,Park | POINT (-73.9171 40.88617),40.886170,-73.917100,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
632,Walker Park,Park | POINT (-74.1088 40.64373),40.643730,-74.108800,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms""}",0,0
633,Frawleys' Run,Park | POINT (-73.9515 40.79707),40.797070,-73.951500,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Changing Stations, in women's restroom only""}",0,0
634,Seaside Playground,Park | POINT (-73.8305 40.58072),40.580720,-73.830500,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
635,Gravesend Park,Park | POINT (-73.9849 40.62398),40.623980,-73.984900,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
636,Plaza de Las Americas APT,Public Plaza | POINT (-73.937997 40.84593),40.845930,-73.937997,NYC DOT/JCDecaux,"{""mon"": ""08:00-20:00"", ""tue"": ""08:00-20:00"", ""wed"": ""08:00-20:00"", ""thu"": ""08:00-20:00"", ""fri"": ""08:00-20:00"", ""sat"": ""08:00-20:00"", ""sun"": ""08:00-20:00""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""This unit costs $.25 to use.""}",0,0
637,Sarsfield Playground,Park | POINT (-73.9372 40.62034),40.620340,-73.937200,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
638,Hudson River Park Pier 97 - Portaloo,Park | POINT (-73.995107 40.771441),40.771441,-73.995107,Hudson River Park,"{""mon"": ""06:00-01:00"", ""tue"": ""06:00-01:00"", ""wed"": ""06:00-01:00"", ""thu"": ""06:00-01:00"", ""fri"": ""06:00-01:00"", ""sat"": ""06:00-01:00"", ""sun"": ""06:00-01:00""}","{""Fully Accessible""}",0,0
639,Schmul Park,Park | POINT (-74.1879 40.59011),40.590110,-74.187900,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
640,Taylor Playground,Park | POINT (-73.8662 40.83902),40.839020,-73.866200,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
641,Harvey Playground,Park | POINT (-73.8236 40.7829),40.782900,-73.823600,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
642,"Huguenot Park Library, NYPL",Library | POINT (-74.19323 40.534087),40.534087,-74.193230,NYPL,"{""mon"": ""10:00-18:00"", ""tue"": ""10:00-18:00"", ""wed"": ""10:00-18:00"", ""thu"": ""10:00-18:00"", ""fri"": ""10:00-17:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
643,College Point Fields,Park | POINT (-73.8373 40.77582),40.775820,-73.837300,NYC Parks,"{""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""sun"": ""Closed""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Status: Not Operational"",""Changing Stations""}",0,0
644,Queens Valley Playground,Park | POINT (-73.8239 40.72191),40.721910,-73.823900,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
645,Ferry Point Park Zone 4,Park | POINT (-73.8263 40.82017),40.820170,-73.826300,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
646,Breukelen Playground,Park | POINT (-73.894 40.65373),40.653730,-73.894000,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
647,Roebling Playground,Park | POINT (-73.9624 40.70611),40.706110,-73.962400,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations, in women's restroom only""}",0,0
648,645 Fifth Avenue POPS,Privately Owned Public Space | POINT (-73.976087 40.759207),40.759207,-73.976087,Oxford Properties,"{""mon"": ""Closed"", ""tue"": """", ""wed"": """", ""thu"": """", ""fri"": """", ""sat"": """", ""sun"": ""08:00-22:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms""}",0,0
649,"Brownsville Library, BPL",Library | POINT (-73.908605 40.671535),40.671535,-73.908605,BPL,"{""mon"": ""10:00-18:00"", ""tue"": ""13:00-20:00"", ""wed"": ""10:00-18:00"", ""thu"": ""10:00-20:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
650,"Rosedale Library, QPL",Library | POINT (-73.739912 40.659972),40.659972,-73.739912,QPL,"{""mon"": ""10:00-18:00"", ""tue"": ""13:00-18:00"", ""wed"": ""10:00-18:00"", ""thu"": ""12:00-20:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
651,Midland Beach Zone 4,Park | POINT (-74.0836 40.57395),40.573950,-74.083600,NYC Parks,"{""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""sun"": ""Closed""}","{""Status: Not Operational""}",0,0
652,"Crown Heights Library, BPL",Library | POINT (-73.948104 40.661198),40.661198,-73.948104,BPL,"{""mon"": ""10:00-18:00"", ""tue"": ""13:00-20:00"", ""wed"": ""10:00-18:00"", ""thu"": ""10:00-20:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
